subscription_name,resource_group,affix
AHDC FDS Development Environment,ahdc_automated_resource_group,unknown
AHDC FDS Development Environment,endava-devfds-agents,unknown
AHDC FDS Development Environment,endava-devfds-rg,unknown
AHDC FDS Development Environment,testmachine_group,unknown
Barcode Allocation,barcode-ad-vnet,Barcode Allocation
Barcode Allocation,barcode-int-rg,Barcode Allocation
Barcode Allocation,barcodepackagerepo,Barcode Allocation
Barcode Allocation,barcode-rg,Barcode Allocation
Barcode Allocation,barcode-selfhostedagents,Barcode Allocation
Barcode Allocation,barcode-support,Barcode Allocation
Barcode Allocation,barcode-test-rg,Barcode Allocation
Click and Drop (SF Lite),clickanddrop,Click and Drop (SF Lite)
Click and Drop (SF Lite),containerregistry,Click and Drop (SF Lite)
Click and Drop (SF Lite),default-networking,Click and Drop (SF Lite)
Click and Drop (SF Lite),elk,Click and Drop (SF Lite)
Click and Drop (SF Lite),iaincalvertubbytest,Click and Drop (SF Lite)
Click and Drop (SF Lite),jmtest,Click and Drop (SF Lite)
Click and Drop (SF Lite),k8s,Click and Drop (SF Lite)
Click and Drop (SF Lite),k8s-dev-backups,Click and Drop (SF Lite)
Click and Drop (SF Lite),k8s-live-backups,Click and Drop (SF Lite)
Click and Drop (SF Lite),k8s-uat-backups,Click and Drop (SF Lite)
Click and Drop (SF Lite),magento1,Click and Drop (SF Lite)
Click and Drop (SF Lite),megan-test-group,Click and Drop (SF Lite)
Click and Drop (SF Lite),sandbox,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-g-apimappsmanagedtm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-g-channelshipperwebsiteapigateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-g-channelshipperwebsitegateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-g-cndapigateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-g-cndidentityprovidergateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-g-grafanatm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-g-integrationstm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-g-k8sappscndtm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-g-k8sappssfctm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-g-k8sappstm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-g-paymentservice_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-g-printservice_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-g-rmconsumerapigateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-g-rmconsumercollectiongateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-g-rmconsumerjourney_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-g-rmobaemergencygateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-g-rmolppartner_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-g-rmparcelwebsitegateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-g-rmsupportportalgatewaytm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-g-services_csdb-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-g-trackingdatatm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-hub-ne-hub_vnet-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-hub-we-hub_vnet-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-ne-mssql_audit-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-apimappsbkupsa-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-appsapim-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-appsehn-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-appspgsql-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-azureinf_kv-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-cndapigateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-cnddesktop_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-cndwebsite_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-cndwebsiteapi_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-document_service_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-green_apps_cluster_nodes-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-green_apps_cluster-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-k8sapps_kv-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-k8sappscndtm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-k8sappssfctm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-k8sappstm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-magentowebsitedevtestmariadb-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-mssql_audit-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-notificationserviceehn-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-obaservice_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-opensearchsa-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-prometheussa-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-redis_cnd-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-redis_dropbox-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-rm_consumer_collection_gateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-rmconsumercollectiongatewayehn-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-rmtrackingservice_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-services_mssql-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-sflitesupportsite_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-signalr-cnd-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-signalr-print_service-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-sqlauditehn-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev01-we-terraform_key_vault-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev1h-we-azureinf_kv-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-dev1h-we-terraform_key_vault-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sflite,Click and Drop (SF Lite)
Click and Drop (SF Lite),sflitebackups,Click and Drop (SF Lite)
Click and Drop (SF Lite),sflitecompanion,Click and Drop (SF Lite)
Click and Drop (SF Lite),sflitedevstorage-migrated,Click and Drop (SF Lite)
Click and Drop (SF Lite),sflite-help,Click and Drop (SF Lite)
Click and Drop (SF Lite),sfliteuatstorage-migrated,Click and Drop (SF Lite)
Click and Drop (SF Lite),sflitewebsiteapi,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-g-apimappsmanagedtm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-g-channelshipperwebsiteapigateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-g-channelshipperwebsitegateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-g-cndapigateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-g-cndidentityprovidergateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-g-grafanatm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-g-integrationstm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-g-k8sappssfctm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-g-k8sappstm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-g-paymentcallbackgatewaytm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-g-paymentservice_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-g-printservice_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-g-rmconsumerapigateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-g-rmconsumercollectiongateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-g-rmconsumerjourney_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-g-rmobaemergencygateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-g-rmolppartner_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-g-rmparcelwebsitegateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-g-rmsupportportalgatewaytm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-g-royalmail-apiclickanddroptm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-g-royalmail-apideveloperclickanddroptm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-g-services_csdb-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-g-trackingdatatm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-hub-certificates_storefeeder_com-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-hub-internal_storefeeder_com-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-hub-ne-hub_vnet-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-hub-ne-mssql_audit-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-hub-ne-services_mssql-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-hub-ne-vm_setup_sa-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-hub-ne-windows_build_agent-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-hub-we-acctests_mssql-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-hub-we-azure_monitor-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-hub-we-ddos_protection_plan_dpp-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-hub-we-devs_ftp_vm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-hub-we-green_hub_cluster_nodes-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-hub-we-green_hub_cluster-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-hub-we-hub_vnet-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-hub-we-mssql_audit-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-hub-we-services_mssql-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-hub-we-test_reports-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-hub-we-vm_setup_sa-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-hub-we-windows_build_agent-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-ne-apimappsbkupsa-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-ne-appsehn-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-ne-appspgsql-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-ne-azure_monitor-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-ne-cndapigateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-ne-cnd-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-ne-document_service_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-ne-green_apps_cluster_nodes-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-ne-green_apps_cluster-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-ne-k8sapps_kv-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-ne-k8sappscndtm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-ne-k8sappssfctm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-ne-k8sappstm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-ne-mssql_audit-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-ne-notificationserviceehn-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-ne-oba_service_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-ne-prometheussa-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-ne-redis_cnd-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-ne-redis_dropbox-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-ne-redis_elk-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-ne-rm_consumer_collection_gateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-ne-rmconsumercollectiongatewayehn-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-ne-rmtrackingservice_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-ne-services_mssql-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-ne-signalr-cnd-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-ne-signalr-print_service-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-ne-terraform_key_vault-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-apimappsbkupsa-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-appsapim-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-appsehn-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-appspgsql-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-azure_ad_audit-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-azureinf_kv-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-cndapigateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-cnddesktop_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-document_service_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-green_apps_cluster_nodes-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-green_apps_cluster-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-k8sapps_kv-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-k8sappscndtm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-k8sappssfctm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-k8sappstm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-mssql_audit-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-notificationserviceehn-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-oba_service_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-prometheussa-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-redis_cnd-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-redis_dropbox-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-rm_consumer_collection_gateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-rmconsumercollectiongatewayehn-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-rmtrackingservice_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-services_mssql-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-sflitesupportsite_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-signalr-cnd-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-signalr-print_service-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live01-we-terraform_key_vault-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live1h-ne-azureinf_kv-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live1h-ne-certs_kv-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live1h-ne-terraform_key_vault-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live1h-we-azureinf_kv-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live1h-we-certs_kv-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live1h-we-k8shub_kv-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live1h-we-terraform_key_vault-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live-hub01-g-k8shubtm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-live-hub01-we-k8shubtm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sfmiddlewarediagnostics,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-royal-mail-mobile-api-dev,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-royal-mail-mobile-api-live,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-royal-mail-mobile-api-uat,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-uat01-g-apimappsmanagedtm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-uat01-g-channelshipperwebsiteapigateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-uat01-g-channelshipperwebsitegateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-uat01-g-cndapigateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-uat01-g-cndidentityprovidergateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-uat01-g-grafanatm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-uat01-g-integrationstm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-uat01-g-k8sappssfctm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-uat01-g-k8sappstm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-uat01-g-paymentcallbackgatewaytm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-uat01-g-paymentservice_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-uat01-g-printservice_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-uat01-g-rmconsumerapigateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-uat01-g-rmconsumercollectiongateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-uat01-g-rmconsumerjourney_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-uat01-g-rmobaemergencygateway_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-uat01-g-rmolppartner_tm-rg,Click and Drop (SF Lite)
Click and Drop (SF Lite),sf-uat01-g-rmparcelwebsitegateway_tm-rg,Click and Drop (SF Lite)
